,gene,transcript,protein_change,score,pvalue,qvalue,info
34,ZSCAN18,ENST00000600404,.,.,9.285589819,1.50E-07,.
35,CDK4,ENST00000257904,.,.,9.116336838,2.16E-07,.
36,BRPF1,ENST00000383829,.,.,8.986947124,2.83E-07,.
37,TRPV4,ENST00000418703,.,.,8.744027978,4.82E-07,.
38,ITGB4,ENST00000200181,.,.,8.668521293,5.59E-07,.
39,MDN1,ENST00000369393,.,.,8.59435945,6.46E-07,.
40,CTNND1,ENST00000399050,.,.,8.489393264,7.84E-07,.
41,MYH2,ENST00000245503,.,.,8.499043968,7.84E-07,.
42,SPEN,ENST00000375759,.,.,8.442595949,8.53E-07,.
43,TUBGCP6,ENST00000248846,.,.,8.39201817,9.36E-07,.
44,PCDHGB4,ENST00000519479,.,.,8.236441985,1.28E-06,.
45,SIPA1L3,ENST00000222345,.,.,8.235871633,1.28E-06,.
46,ATRX,ENST00000373344,.,.,8.190392832,1.37E-06,.
47,PHIP,ENST00000275034,.,.,8.187438673,1.37E-06,.
48,BRD1,ENST00000216267,.,.,8.149965336,1.44E-06,.
49,TBC1D4,ENST00000377636,.,.,8.158372276,1.44E-06,.
50,RANBP2,ENST00000283195,.,.,8.110702828,1.54E-06,.
51,GMIP,ENST00000203556,.,.,7.990457363,2.00E-06,.
52,ABCF1,ENST00000326195,.,.,7.952637372,2.14E-06,.
53,EP300,ENST00000263253,.,.,7.876099595,2.50E-06,.
54,MYCN,ENST00000281043,.,.,7.859702008,2.55E-06,.
55,RHOA,ENST00000418115,.,.,7.820563052,2.74E-06,.
56,SPTBN1,ENST00000356805,.,.,7.774645532,2.99E-06,.
57,ATP7A,ENST00000341514,.,.,7.729834358,3.21E-06,.
58,RICTOR,ENST00000357387,.,.,7.736117276,3.21E-06,.
59,TNKS1BP1,ENST00000532437,.,.,7.681186342,3.53E-06,.
60,MLLT10,ENST00000307729,.,.,7.587062169,4.31E-06,.
61,ZAP70,ENST00000264972,.,.,7.579593323,4.31E-06,.
62,GTPBP10,ENST00000450619,.,.,7.521422516,4.85E-06,.
63,BCR,ENST00000305877,.,.,7.501710743,5.00E-06,.
64,HCFC1,ENST00000310441,.,.,7.451762948,5.44E-06,.
65,KIF7,ENST00000394412,.,.,7.454540296,5.44E-06,.
66,NBN,ENST00000265433,.,.,7.40825321,5.92E-06,.
67,AHCTF1,ENST00000326225,.,.,7.399290787,5.96E-06,.
68,CTNNA2,ENST00000466387,.,.,7.36345031,6.38E-06,.
69,RAPH1,ENST00000319170,.,.,7.333261149,6.74E-06,.
70,EP400,ENST00000389561,.,.,7.288223074,7.37E-06,.
71,FAM171A1,ENST00000378116,.,.,7.251104248,7.92E-06,.
72,MAP7D1,ENST00000373151,.,.,7.21395033,8.50E-06,.
73,MAP1B,ENST00000296755,.,.,7.167082342,9.35E-06,.
74,TDP1,ENST00000335725,.,.,7.051904235,1.20E-05,.
75,ABL2,ENST00000502732,.,.,7.028926103,1.24E-05,.
76,HRNR,ENST00000368801,.,.,7.028456575,1.24E-05,.
77,RSF1,ENST00000308488,.,.,6.988485379,1.33E-05,.
78,TLN2,ENST00000561311,.,.,6.98701713,1.33E-05,.
79,UBR4,ENST00000375254,.,.,6.84523077,1.81E-05,.
80,SUZ12,ENST00000322652,.,.,6.807586818,1.95E-05,.
81,EPS15,ENST00000371733,.,.,6.798248368,1.97E-05,.
82,PDCD4,ENST00000280154,.,.,6.788868562,1.99E-05,.
83,ARAF,ENST00000377045,.,.,6.777481408,2.02E-05,.
84,ATXN2,ENST00000377617,.,.,6.758385913,2.08E-05,.
85,MPHOSPH8,ENST00000361479,.,.,6.730789403,2.20E-05,.
86,PTPN11,ENST00000351677,.,.,6.710610973,2.27E-05,.
87,MGMT,ENST00000306010,.,.,6.695013474,2.33E-05,.
88,BRPF3,ENST00000357641,.,.,6.646828633,2.52E-05,.
89,ERBB2IP,ENST00000506030,.,.,6.652693476,2.52E-05,.
90,ZDBF2,ENST00000374423,.,.,6.648534164,2.52E-05,.
91,OBSCN,ENST00000570156,.,.,6.58012,2.90E-05,.
92,ARHGAP4,ENST00000370028,.,.,6.533819317,3.17E-05,.
93,KRT13,ENST00000246635,.,.,6.528615463,3.17E-05,.
94,PRPF4B,ENST00000337659,.,.,6.527607133,3.17E-05,.
95,BCLAF1,ENST00000531224,.,.,6.507391648,3.29E-05,.
96,SRC,ENST00000373578,.,.,6.500377716,3.31E-05,.
97,TANC1,ENST00000263635,.,.,6.432976853,3.83E-05,.
98,UPF1,ENST00000262803,.,.,6.38205627,4.26E-05,.
99,ZMYM3,ENST00000353904,.,.,6.366537432,4.37E-05,.
100,MATR3,ENST00000394805,.,.,6.346637567,4.52E-05,.
101,SUPT6H,ENST00000314616,.,.,6.342739299,4.52E-05,.
102,PARD3,ENST00000374789,.,.,6.337672286,4.53E-05,.
103,MYPN,ENST00000358913,.,.,6.332992319,4.54E-05,.
104,FANCI,ENST00000310775,.,.,6.309459164,4.75E-05,.
105,CTCF,ENST00000264010,.,.,6.278063166,4.91E-05,.
106,ILF3,ENST00000449870,.,.,6.280738497,4.91E-05,.
107,MYH9,ENST00000216181,.,.,6.278031509,4.91E-05,.
108,PLEC,ENST00000322810,.,.,6.285346669,4.91E-05,.
109,CSNK1A1,ENST00000515768,.,.,6.261658943,5.06E-05,.
110,RABGAP1L,ENST00000367688,.,.,6.255040798,5.09E-05,.
111,CDYL,ENST00000397588,.,.,6.238749768,5.20E-05,.
112,PPP1R12B,ENST00000608999,.,.,6.238038787,5.20E-05,.
113,KIF14,ENST00000367350,.,.,6.208205504,5.52E-05,.
114,DAG1,ENST00000545947,.,.,6.201498781,5.56E-05,.
115,SASH1,ENST00000367467,.,.,6.195851952,5.58E-05,.
116,CIT,ENST00000392521,.,.,6.169601792,5.72E-05,.
117,EPS15L1,ENST00000455140,.,.,6.16856117,5.72E-05,.
118,PPP1R13L,ENST00000418234,.,.,6.170348107,5.72E-05,.
119,RAI1,ENST00000353383,.,.,6.167021936,5.72E-05,.
120,TUBA3C,ENST00000400113,.,.,6.1720725,5.72E-05,.
121,LATS1,ENST00000543571,.,.,6.150123982,5.89E-05,.
122,SRRM1,ENST00000323848,.,.,6.12902443,6.14E-05,.
123,APC,ENST00000457016,.,.,6.122445519,6.18E-05,.
124,SEC16A,ENST00000313050,.,.,6.116742593,6.21E-05,.
125,IRS1,ENST00000305123,.,.,6.108483742,6.24E-05,.
126,UBE2Z,ENST00000360943,.,.,6.107620172,6.24E-05,.
127,SYK,ENST00000375754,.,.,6.085980876,6.51E-05,.
128,SIPA1L1,ENST00000555818,.,.,6.081921202,6.52E-05,.
129,CAMK2A,ENST00000398376,.,.,6.048619784,6.99E-05,.
130,TBC1D22B,ENST00000373491,.,.,6.007515823,7.62E-05,.
131,SAP30BP,ENST00000584667,.,.,6.000839459,7.68E-05,.
132,NEB,ENST00000397345,.,.,5.986582488,7.86E-05,.
133,PRRC2A,ENST00000376033,.,.,5.98430807,7.86E-05,.
134,ACIN1,ENST00000262710,.,.,5.972515689,8.02E-05,.
135,FAM21A,ENST00000282633,.,.,5.965371501,8.09E-05,.
136,FPR2,ENST00000598776,.,.,5.956767282,8.19E-05,.
137,LIMA1,ENST00000394943,.,.,5.947992629,8.30E-05,.
138,FLT3,ENST00000241453,.,.,5.938141801,8.43E-05,.
139,ACTN1,ENST00000394419,.,.,5.900350122,9.13E-05,.
140,HMHA1,ENST00000539243,.,.,5.85631858,0.000100313,.
141,ROBO1,ENST00000464233,.,.,5.824547627,0.000107166,.
142,FNIP1,ENST00000510461,.,.,5.80351202,0.000111698,.
143,ITGB7,ENST00000267082,.,.,5.787222026,0.000114368,.
144,SPTAN1,ENST00000372739,.,.,5.787958923,0.000114368,.
145,CDK13,ENST00000181839,.,.,5.77071052,0.000117986,.
146,CBS,ENST00000398165,.,.,5.721724286,0.000131002,.
147,GRAMD1A,ENST00000317991,.,.,5.719355501,0.000131002,.
148,RAD21,ENST00000297338,.,.,5.695858397,0.000137356,.
149,PHACTR2,ENST00000440869,.,.,5.692244375,0.000137581,.
150,GIGYF1,ENST00000275732,.,.,5.686388275,0.000138525,.
151,RBL2,ENST00000262133,.,.,5.670057775,0.000142887,.
152,PHACTR4,ENST00000373839,.,.,5.66329532,0.000144181,.
153,PTPRK,ENST00000368213,.,.,5.656371171,0.000145547,.
154,ABI2,ENST00000261017,.,.,5.624468394,0.00015563,.
155,PPFIA1,ENST00000253925,.,.,5.608041125,0.000160594,.
156,SH3RF3,ENST00000309415,.,.,5.592665662,0.000165321,.
157,PGK1,ENST00000373316,.,.,5.58379283,0.000167666,.
158,DLG1,ENST00000346964,.,.,5.567458603,0.000172261,.
159,USP36,ENST00000542802,.,.,5.566586053,0.000172261,.
160,EHMT1,ENST00000460843,.,.,5.54946581,0.000178075,.
161,IGF2BP2,ENST00000382199,.,.,5.541221785,0.000180367,.
162,ATAD2B,ENST00000238789,.,.,5.525270032,0.000183538,.
163,PRG4,ENST00000445192,.,.,5.52395331,0.000183538,.
164,TAF3,ENST00000344293,.,.,5.528406419,0.000183538,.
165,ZNF184,ENST00000211936,.,.,5.523060336,0.000183538,.
166,CENPF,ENST00000366955,.,.,5.515262504,0.000184329,.
167,HTT,ENST00000355072,.,.,5.512437866,0.000184329,.
168,PRMT3,ENST00000331079,.,.,5.514321827,0.000184329,.
169,TMOD1,ENST00000259365,.,.,5.510851558,0.000184329,.
170,VASP,ENST00000245932,.,.,5.507010596,0.000184879,.
171,DEK,ENST00000397239,.,.,5.504023637,0.000185072,.
172,OSBPL10,ENST00000396556,.,.,5.497574816,0.000185987,.
173,TPCN1,ENST00000550785,.,.,5.49686172,0.000185987,.
174,PABPC4,ENST00000372858,.,.,5.491733182,0.000187121,.
175,AKAP12,ENST00000402676,.,.,5.486291881,0.000187339,.
176,CTTNBP2,ENST00000160373,.,.,5.4867489,0.000187339,.
177,MGA,ENST00000219905,.,.,5.474196379,0.000191548,.
178,ARHGAP5,ENST00000345122,.,.,5.465648731,0.000192331,.
179,MACF1,ENST00000545844,.,.,5.468532317,0.000192331,.
180,PPP2R1B,ENST00000311129,.,.,5.465165893,0.000192331,.
181,PRKCB,ENST00000303531,.,.,5.452209807,0.000197066,.
182,FOXK1,ENST00000446823,.,.,5.445489437,0.000198428,.
183,OSBPL8,ENST00000261183,.,.,5.44447214,0.000198428,.
184,KLF4,ENST00000374672,.,.,5.413953335,0.000211723,.
185,MYBPC3,ENST00000545968,.,.,5.401214794,0.000216853,.
186,SHROOM3,ENST00000296043,.,.,5.393460999,0.000219579,.
187,RAP1GAP2,ENST00000254695,.,.,5.338465669,0.000246585,.
188,TYK2,ENST00000525621,.,.,5.34028097,0.000246585,.
189,SOX13,ENST00000367204,.,.,5.313488537,0.000259807,.
190,EPRS,ENST00000366923,.,.,5.297362219,0.000268224,.
191,ALS2CR11,ENST00000439140,.,.,5.293221579,0.000269383,.
192,AHDC1,ENST00000374011,.,.,5.285790465,0.000272613,.
193,ABL1,ENST00000372348,.,.,5.279495361,0.000275167,.
194,PHF8,ENST00000357988,.,.,5.269634365,0.000280043,.
195,DNMT3B,ENST00000328111,.,.,5.257201174,0.000286706,.
196,GTF2I,ENST00000324896,.,.,5.249158907,0.000288932,.
197,HIST1H4B,ENST00000377364,.,.,5.250041962,0.000288932,.
198,PLD1,ENST00000351298,.,.,5.247245572,0.000288932,.
199,NUP214,ENST00000359428,.,.,5.243462441,0.000289815,.
200,RNF169,ENST00000299563,.,.,5.241576155,0.000289815,.
201,TFAP2A,ENST00000379604,.,.,5.231629145,0.000295062,.
202,MUC16,ENST00000397910,.,.,5.225518023,0.000297769,.
203,DLGAP5,ENST00000247191,.,.,5.220789399,0.000299553,.
204,CENPE,ENST00000265148,.,.,5.217773138,0.00030017,.
205,MLKL,ENST00000308807,.,.,5.200544957,0.0003108,.
206,IRS2,ENST00000375856,.,.,5.194443308,0.000312834,.
207,YEATS2,ENST00000305135,.,.,5.193516523,0.000312834,.
208,STK11,ENST00000326873,.,.,5.183408326,0.000318668,.
209,MUTYH,ENST00000372098,.,.,5.170472788,0.000326739,.
210,PYGM,ENST00000164139,.,.,5.154221678,0.000337358,.
211,SNTB1,ENST00000395601,.,.,5.150423513,0.000337358,.
212,SUV420H1,ENST00000304363,.,.,5.151026,0.000337358,.
213,SNRNP70,ENST00000598441,.,.,5.148184874,0.000337517,.
214,ASPM,ENST00000367409,.,.,5.143409373,0.000339661,.
215,IQGAP2,ENST00000274364,.,.,5.137350208,0.000342839,.
216,NES,ENST00000368223,.,.,5.117290704,0.000357391,.
217,TPM1,ENST00000358278,.,.,5.111590473,0.000360451,.
218,CKAP4,ENST00000378026,.,.,5.104900567,0.000361274,.
219,DEFB123,ENST00000376309,.,.,5.102704574,0.000361274,.
220,PHLDB2,ENST00000431670,.,.,5.103442233,0.000361274,.
221,VCP,ENST00000358901,.,.,5.105957395,0.000361274,.
222,KRT20,ENST00000167588,.,.,5.099611992,0.000362224,.
223,USE1,ENST00000263897,.,.,5.08626051,0.000371865,.
224,SLC25A3,ENST00000228318,.,.,5.083594985,0.000372491,.
225,HS1BP3,ENST00000304031,.,.,5.08032826,0.000373643,.
226,RALGAPA2,ENST00000202677,.,.,5.075232527,0.000375173,.
227,ZNF281,ENST00000294740,.,.,5.07472739,0.000375173,.
228,PLD2,ENST00000263088,.,.,5.067815891,0.000379527,.
229,BTNL8,ENST00000340184,.,.,5.048376295,0.000395175,.
230,ERCC6,ENST00000355832,.,.,5.0195869,0.000420431,.
231,ALK,ENST00000389048,.,.,5.017564415,0.000420573,.
232,CUL3,ENST00000264414,.,.,5.006749913,0.000429327,.
233,UBR5,ENST00000520539,.,.,4.993735904,0.000440496,.
234,FAM47B,ENST00000329357,.,.,4.984963588,0.000446928,.
235,HSP90AB1,ENST00000371554,.,.,4.983743743,0.000446928,.
236,SH2D3C,ENST00000314830,.,.,4.979961122,0.000448936,.
237,MAP3K2,ENST00000409947,.,.,4.971152131,0.00045621,.
238,FGFR1OP,ENST00000366847,.,.,4.949927087,0.000477055,.
239,RTN3,ENST00000377819,.,.,4.94150339,0.000483057,.
240,SLK,ENST00000369755,.,.,4.94087808,0.000483057,.
241,MRPS27,ENST00000261413,.,.,4.935658749,0.000484143,.
242,ORC4,ENST00000392857,.,.,4.933396703,0.000484143,.
243,ROBO4,ENST00000306534,.,.,4.932223731,0.000484143,.
244,SMARCA5,ENST00000283131,.,.,4.93465672,0.000484143,.
245,WDR44,ENST00000254029,.,.,4.930985263,0.000484143,.
246,NCAPD3,ENST00000534548,.,.,4.927427651,0.000486149,.
247,IQSEC3,ENST00000538872,.,.,4.921825931,0.000490474,.
248,ROCK2,ENST00000315872,.,.,4.90967561,0.000502364,.
249,CSF2RB,ENST00000403662,.,.,4.904672518,0.000506152,.
250,BUD13,ENST00000260210,.,.,4.887045185,0.000522935,.
251,OSBPL3,ENST00000313367,.,.,4.88863947,0.000522935,.
252,HDAC9,ENST00000441542,.,.,4.884524006,0.000523901,.
253,FAM21C,ENST00000374362,.,.,4.874836076,0.00053361,.
254,UTP14C,ENST00000521776,.,.,4.872265306,0.000534673,.
255,PRPF40A,ENST00000410080,.,.,4.869767839,0.000535656,.
256,LMO7,ENST00000465261,.,.,4.860432866,0.000543052,.
257,TRA2B,ENST00000453386,.,.,4.861219403,0.000543052,.
258,EIF4G2,ENST00000526148,.,.,4.858039623,0.000543944,.
259,USP6NL,ENST00000609104,.,.,4.854459058,0.000546338,.
260,FUS,ENST00000254108,.,.,4.845176212,0.000556003,.
261,ATF7IP,ENST00000261168,.,.,4.841919422,0.00055805,.
262,ZBTB47,ENST00000232974,.,.,4.838754862,0.000559994,.
263,MTSS1L,ENST00000338779,.,.,4.829622528,0.000569728,.
264,SOS2,ENST00000216373,.,.,4.810665949,0.000592901,.
265,JUP,ENST00000393931,.,.,4.786994825,0.000614519,.
266,NCOA5,ENST00000290231,.,.,4.788513849,0.000614519,.
267,NEU4,ENST00000325935,.,.,4.7878106,0.000614519,.
268,NRAP,ENST00000359988,.,.,4.787443464,0.000614519,.
269,POTEE,ENST00000356920,.,.,4.787958655,0.000614519,.
270,SHANK3,ENST00000262795,.,.,4.783437268,0.000616365,.
271,ZC3H13,ENST00000282007,.,.,4.782486766,0.000616365,.
272,XPO1,ENST00000401558,.,.,4.77128944,0.000630147,.
273,SHANK2,ENST00000338508,.,.,4.7623287,0.000640936,.
274,LRRK2,ENST00000298910,.,.,4.755539219,0.000648667,.
275,SVIL,ENST00000375398,.,.,4.737868507,0.000673157,.
276,RBM14,ENST00000310137,.,.,4.733000603,0.000678287,.
277,GCC2,ENST00000309863,.,.,4.72267525,0.000692108,.
278,VPS13B,ENST00000358544,.,.,4.704067565,0.000719817,.
279,COBL,ENST00000265136,.,.,4.699525909,0.000724786,.
280,DBT,ENST00000370132,.,.,4.691559093,0.000732969,.
281,PSMA7,ENST00000370873,.,.,4.691771179,0.000732969,.
282,TSC2,ENST00000219476,.,.,4.689791158,0.000733358,.
283,AP1G1,ENST00000393512,.,.,4.65751819,0.000787149,.
284,SRSF11,ENST00000370950,.,.,4.654291657,0.000790237,.
285,UBA5,ENST00000356232,.,.,4.650757535,0.000793908,.
286,GTPBP1,ENST00000216044,.,.,4.645886646,0.000797287,.
287,ZC3H4,ENST00000253048,.,.,4.647095748,0.000797287,.
288,SLC1A5,ENST00000542575,.,.,4.633950308,0.00081386,.
289,SMARCAD1,ENST00000359052,.,.,4.633945744,0.00081386,.
290,PHRF1,ENST00000416188,.,.,4.632012242,0.000814683,.
291,GPRC6A,ENST00000310357,.,.,4.625168341,0.000824788,.
292,BRWD1,ENST00000333229,.,.,4.607883407,0.000855348,.
293,SENP5,ENST00000323460,.,.,4.59963603,0.000868781,.
294,C2CD2L,ENST00000336702,.,.,4.578923519,0.000898988,.
295,PLCG2,ENST00000359376,.,.,4.583207944,0.000898988,.
296,PXDN,ENST00000252804,.,.,4.580242158,0.000898988,.
297,TMEM175,ENST00000264771,.,.,4.579627258,0.000898988,.
298,AKR1B1,ENST00000285930,.,.,4.567911048,0.000909958,.
299,CAST,ENST00000395812,.,.,4.570661563,0.000909958,.
300,GMPR,ENST00000259727,.,.,4.568401313,0.000909958,.
301,RNF25,ENST00000295704,.,.,4.566993794,0.000909958,.
302,XIRP1,ENST00000340369,.,.,4.566429728,0.000909958,.
303,CEP192,ENST00000506447,.,.,4.562274067,0.000915685,.
304,GTF2E1,ENST00000283875,.,.,4.556393568,0.000925125,.
305,HSPA1A,ENST00000375651,.,.,4.530279894,0.000975613,.
306,KNTC1,ENST00000333479,.,.,4.529065481,0.000975613,.
307,NFRKB,ENST00000524794,.,.,4.530575773,0.000975613,.
308,PDS5B,ENST00000315596,.,.,4.527091923,0.000976885,.
309,CTNNA1,ENST00000302763,.,.,4.525561835,0.00097717,.
310,INTS1,ENST00000404767,.,.,4.521253358,0.000983739,.
311,ARID1A,ENST00000324856,.,.,4.51097153,0.000997261,.
312,HIST1H2BB,ENST00000357905,.,.,4.5097744,0.000997261,.
313,MAPK8IP3,ENST00000250894,.,.,4.50996285,0.000997261,.
314,POLR2A,ENST00000322644,.,.,4.512536824,0.000997261,.
315,PDE4A,ENST00000352831,.,.,4.508073842,0.000998005,.
316,CRMP1,ENST00000324989,.,.,4.504552152,0.001002957,.
317,BTK,ENST00000308731,.,.,4.500232531,0.001009797,.
318,SYNE2,ENST00000358025,.,.,4.494743859,0.001019434,.
319,ARHGAP21,ENST00000396432,.,.,4.491760258,0.001023254,.
320,AMBRA1,ENST00000314845,.,.,4.487053195,0.001031182,.
321,INCENP,ENST00000394818,.,.,4.485490946,0.001031684,.
322,ACTG2,ENST00000409624,.,.,4.483367499,0.001033531,.
323,ATXN7L3,ENST00000454077,.,.,4.47499571,0.001050396,.
324,SLC25A31,ENST00000281154,.,.,4.472726865,0.001052649,.
325,BSN,ENST00000296452,.,.,4.464274673,0.001070044,.
326,HP,ENST00000355906,.,.,4.460111857,0.001077046,.
327,AFF1,ENST00000395146,.,.,4.447119998,0.001106369,.
328,BCL9L,ENST00000334801,.,.,4.443394606,0.001112508,.
329,TOP3A,ENST00000321105,.,.,4.428279723,0.001148418,.
330,SSFA2,ENST00000431877,.,.,4.419426966,0.001168527,.
331,PRR14L,ENST00000327423,.,.,4.403354561,0.001199475,.
332,RBM15,ENST00000369784,.,.,4.404477059,0.001199475,.
333,TJP2,ENST00000539225,.,.,4.402857597,0.001199475,.
334,TP53BP2,ENST00000343537,.,.,4.406650836,0.001199475,.
335,WDR55,ENST00000358337,.,.,4.396307851,0.001214078,.
336,MINK1,ENST00000355280,.,.,4.391735687,0.001223286,.
337,TRIP12,ENST00000283943,.,.,4.383753455,0.001242292,.
338,HIST1H4J,ENST00000355057,.,.,4.380001277,0.001249375,.
339,GLCCI1,ENST00000223145,.,.,4.374702815,0.001257293,.
340,SNAPC4,ENST00000298532,.,.,4.374748845,0.001257293,.
341,RSRC1,ENST00000295930,.,.,4.369761456,0.001267962,.
342,SNRPD3,ENST00000215829,.,.,4.353560576,0.001312318,.
343,NCOR1,ENST00000268712,.,.,4.342715381,0.00134159,.
344,NDE1,ENST00000396355,.,.,4.338258836,0.001351499,.
345,SSH1,ENST00000326495,.,.,4.334776537,0.001354527,.
346,YAP1,ENST00000282441,.,.,4.33598501,0.001354527,.
347,DDR1,ENST00000376575,.,.,4.309154364,0.001432716,.
348,SRCAP,ENST00000262518,.,.,4.297880514,0.001466182,.
349,RFX5,ENST00000290524,.,.,4.265619023,0.001574732,.
350,WEE1,ENST00000450114,.,.,4.260522376,0.001588782,.
351,NYAP2,ENST00000272907,.,.,4.249152385,0.001626292,.
352,KRT10,ENST00000269576,.,.,4.242525245,0.001646621,.
353,CCDC28A,ENST00000332797,.,.,4.236590168,0.001664563,.
354,TCF20,ENST00000359486,.,.,4.234244849,0.001668862,.
355,TOP2B,ENST00000435706,.,.,4.231934249,0.001673052,.
356,EPB41,ENST00000343067,.,.,4.229216837,0.001674148,.
357,NCL,ENST00000322723,.,.,4.229953147,0.001674148,.
358,TUBA1A,ENST00000301071,.,.,4.225160801,0.00168515,.
359,DENR,ENST00000280557,.,.,4.220830272,0.001692607,.
360,PDHA2,ENST00000295266,.,.,4.221969322,0.001692607,.
361,LMNA,ENST00000368300,.,.,4.209893404,0.001712513,.
362,MYC,ENST00000377970,.,.,4.20859372,0.001712513,.
363,MYH1,ENST00000226207,.,.,4.210861262,0.001712513,.
364,PCDHGB3,ENST00000576222,.,.,4.208755551,0.001712513,.
365,TAF6,ENST00000437822,.,.,4.213916081,0.001712513,.
366,ZNF630,ENST00000409324,.,.,4.210750162,0.001712513,.
367,CASP8AP2,ENST00000551025,.,.,4.20164601,0.001735401,.
368,CAPN7,ENST00000253693,.,.,4.185253086,0.001797274,.
369,EXO1,ENST00000366548,.,.,4.173385418,0.001838024,.
370,NHSL2,ENST00000540800,.,.,4.173168608,0.001838024,.
371,CKMT1A,ENST00000413453,.,.,4.167704383,0.001852223,.
372,KIF23,ENST00000260363,.,.,4.167491544,0.001852223,.
373,INPPL1,ENST00000298229,.,.,4.166208592,0.001852736,.
374,FAM83H,ENST00000388913,.,.,4.163355592,0.001859974,.
375,DSG1,ENST00000257192,.,.,4.155800769,0.001887579,.
376,FMN2,ENST00000319653,.,.,4.151954385,0.001899319,.
377,GIT2,ENST00000355312,.,.,4.149420258,0.00190538,.
378,PCK2,ENST00000216780,.,.,4.145318025,0.001908318,.
379,PTPN12,ENST00000248594,.,.,4.146608663,0.001908318,.
380,RAD51C,ENST00000337432,.,.,4.145698808,0.001908318,.
381,EN2,ENST00000297375,.,.,4.141126055,0.001921783,.
382,FAM129B,ENST00000373314,.,.,4.137778985,0.001926564,.
383,SLC4A10,ENST00000446997,.,.,4.137998998,0.001926564,.
384,HIST1H3D,ENST00000377831,.,.,4.134741,0.001935049,.
385,CACNA1B,ENST00000371372,.,.,4.126128244,0.001963607,.
386,RAP1B,ENST00000250559,.,.,4.126229624,0.001963607,.
387,NPHS1,ENST00000378910,.,.,4.120871418,0.001982397,.
388,EXOC1,ENST00000381295,.,.,4.111488816,0.002020483,.
389,RPAP3,ENST00000005386,.,.,4.105053149,0.002045389,.
390,SPECC1L,ENST00000314328,.,.,4.097455648,0.002076162,.
391,PPM1H,ENST00000228705,.,.,4.096252571,0.002076611,.
392,LRGUK,ENST00000285928,.,.,4.093592504,0.002084052,.
393,ASS1,ENST00000372394,.,.,4.084911029,0.002120735,.
394,ANLN,ENST00000265748,.,.,4.082377343,0.002127743,.
395,HDLBP,ENST00000391975,.,.,4.058485123,0.002242402,.
396,ADRM1,ENST00000253003,.,.,4.050709724,0.00227716,.
397,KRT3,ENST00000417996,.,.,4.042388309,0.00231538,.
398,PKD2,ENST00000237596,.,.,4.035913092,0.00234427,.
399,PHKB,ENST00000323584,.,.,4.031822192,0.002354654,.
400,RPP38,ENST00000378197,.,.,4.031940978,0.002354654,.
401,RASSF2,ENST00000379400,.,.,4.029605108,0.002360818,.
402,HSPB8,ENST00000281938,.,.,4.026526319,0.002371714,.
403,SH3GLB1,ENST00000482504,.,.,4.00522521,0.002484775,.
404,WDR62,ENST00000401500,.,.,4.002528789,0.002494077,.
405,NFATC1,ENST00000329101,.,.,3.998734463,0.002509766,.
406,TBCB,ENST00000221855,.,.,3.9897343,0.002556024,.
407,PHC1,ENST00000543824,.,.,3.98690102,0.002566448,.
408,NFKB2,ENST00000369966,.,.,3.9808147,0.002596305,.
